rushing_yards_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,rushing_yards,rushing_yards_per_game,comp,rushing_attempts,pct,rushing_touchdowns,int,rate,games_played,year,category
318,Landon,Graves,Landon Graves,/la/monroe/ouachita-christian-eagles/athletes/landon-graves/football/stats/?careerid=kb63ceusdagi2,kb63ceusdagi2,"QB, DB",Ouachita Christian,LA,2662,2662,190.1,152,261,0.582,34,10,117,14,2021,rushing
319,Elijah,Joplin,Elijah Joplin,/az/tucson/marana-tigers/athletes/elijah-joplin/football/stats/?careerid=18ilcbs2tplm6,18ilcbs2tplm6,"QB, WR",Marana,AZ,2658,2658,265.8,194,279,0.695,30,7,125,10,2021,rushing
320,Brody,Meyer,Brody Meyer,/ca/camarillo/camarillo-scorpions/athletes/brody-meyer/football/stats/?careerid=721rn26n8deff,721rn26n8deff,QB,Camarillo,CA,2656,2656,204.3,213,359,0.593,23,14,87,13,2021,rushing
321,Bert,"Emanuel, jr","Bert Emanuel, jr",/tx/missouri-city/ridge-point-panthers/athletes/bert-emanuel-jr/football/stats/?careerid=8g50cvdfe3222,8g50cvdfe3222,QB,Ridge Point,TX,2655,2655,204.2,157,261,0.602,31,0,134,13,2021,rushing
322,Cj,Simms,Cj Simms,/fl/viera/viera-hawks/athletes/cj-simms/football/stats/?careerid=qjptkq6d0e1k4,qjptkq6d0e1k4,QB,Viera,FL,2655,2655,265.5,153,275,0.556,16,9,94,10,2021,rushing
323,Daniel,Lipovski,Daniel Lipovski,/va/burke/lake-braddock-bruins/athletes/daniel-lipovski/football/stats/?careerid=6vdalup4i4vtd,6vdalup4i4vtd,QB,Lake Braddock,VA,2654,2654,221.2,155,270,0.574,31,9,115,12,2021,rushing
324,Isaiah,Sepand,Isaiah Sepand,/ca/north-hollywood/campbell-hall-vikings/athletes/isaiah-sepand/football/stats/?careerid=machjd52htsn7,machjd52htsn7,"QB, CB",Campbell Hall,CA,2654,2654,241.3,141,223,0.632,37,6,133,11,2021,rushing
325,Montasi,Clay,Montasi Clay,/in/indianapolis/indianapolis-lutheran-saints/athletes/montasi-clay/football/stats/?careerid=eqhq6ljm3jmg0,eqhq6ljm3jmg0,"FS, SB",Indianapolis Lutheran,IN,2654,2654,176.9,130,180,0.722,32,6,140,15,2021,rushing
326,Gage,Dayley,Gage Dayley,/az/gilbert/highland-hawks/athletes/gage-dayley/football/stats/?careerid=vtbq822u9n2ee,vtbq822u9n2ee,QB,Highland,AZ,2652,2652,189.4,157,231,0.68,29,7,134,14,2021,rushing
327,Kyle,Durham,Kyle Durham,/ga/johns-creek/johns-creek-gladiators/athletes/kyle-durham/football/stats/?careerid=fs4ivjar4n433,fs4ivjar4n433,QB,Johns Creek,GA,2649,2649,203.8,154,268,0.575,27,10,109,13,2021,rushing
328,Jack,Grusser,Jack Grusser,/nj/franklin-lakes/ramapo-raiders/athletes/jack-grusser/football/stats/?careerid=0v5qe92f4vi33,0v5qe92f4vi33,QB,Ramapo,NJ,2645,2645,220.4,171,259,0.66,32,6,130,12,2021,rushing
329,Brayden,Mauldin,Brayden Mauldin,/ga/dallas/paulding-county-patriots/athletes/brayden-mauldin/football/stats/?careerid=q1efmc3ogh9qa,q1efmc3ogh9qa,QB,Paulding County,GA,2643,2643,264.3,194,311,0.624,20,13,93,10,2021,rushing
330,Cole,Brisson,Cole Brisson,/ct/cromwell/cromwell-portland-panthers/athletes/cole-brisson/football/stats/?careerid=jmqboarv02k88,jmqboarv02k88,QB,Cromwell/Portland,CT,2643,2643,203.3,144,238,0.605,30,5,130,13,2021,rushing
331,Blaze,Berry,Blaze Berry,/ky/eminence/eminence-warriors/athletes/blaze-berry/football/stats/?careerid=e0q7u64agd5dd,e0q7u64agd5dd,"QB, DB",Eminence,KY,2640,2640,240.0,153,245,0.624,33,14,115,11,2021,rushing
332,EASTON,COMER,EASTON COMER,/ut/highland/lone-peak-knights/athletes/easton-comer/football/stats/?careerid=ssdcmq35c67aa,ssdcmq35c67aa,,Lone Peak,UT,2637,2637,219.8,183,327,0.56,25,11,94,12,2021,rushing
333,Garrett,Gifford,Garrett Gifford,/ut/layton/layton-lancers/athletes/garrett-gifford/football/stats/?careerid=ct33qbro3c7aa,ct33qbro3c7aa,QB,Layton,UT,2637,2637,239.7,134,253,0.53,28,7,115,11,2021,rushing
334,Ryan,Browne,Ryan Browne,/fl/sarasota/riverview-sarasota-rams/athletes/ryan-browne/football/stats/?careerid=clo1cvaa1f0cc,clo1cvaa1f0cc,QB,Venice,FL,2636,2636,175.7,175,290,0.603,31,7,116,15,2021,rushing
335,Max,Bakker,Max Bakker,/ca/visalia/central-valley-christian-cavaliers/athletes/max-bakker/football/stats/?careerid=1p13udk09j1aa,1p13udk09j1aa,"QB, QB",Central Valley Christian,CA,2635,2635,164.7,222,399,0.556,31,17,84,16,2021,rushing
336,Jalen,Dennis,Jalen Dennis,/ri/providence/classical-purple/athletes/jalen-dennis/football/stats/?careerid=ge9nj31oo95qa,ge9nj31oo95qa,QB,Classical,RI,2632,2632,219.3,179,254,0.705,27,6,130,12,2021,rushing
337,Demond,Williams Jr.,Demond Williams Jr.,/az/chandler/basha-bears/athletes/demond-williams-jr/football/stats/?careerid=fh6cg7mgpjicc,fh6cg7mgpjicc,QB,Basha,AZ,2632,2632,239.3,166,223,0.744,20,4,136,11,2021,rushing
338,Kendron,"Penson, jr.","Kendron Penson, jr.",/tx/missouri-city/fort-bend-hightower-hurricanes/athletes/kendron-penson-jr/football/stats/?careerid=a23uv1qpr7uaa,a23uv1qpr7uaa,"QB, SS",Fort Bend Hightower,TX,2631,2631,202.4,147,276,0.533,21,5,104,13,2021,rushing
339,Gunner,Mcelroy,Gunner Mcelroy,/tx/peaster/peaster-greyhounds/athletes/gunner-mcelroy/football/stats/?careerid=94ql34gfj41rb,94ql34gfj41rb,"QB, FS",Peaster,TX,2626,2626,238.7,194,315,0.616,28,7,109,11,2021,rushing
340,Jack,Johnson,Jack Johnson,/ut/salt-lake-city/brighton-bengals/athletes/jack-johnson/football/stats/?careerid=srv5ha9u0nl22,srv5ha9u0nl22,QB,Brighton,UT,2623,2623,262.3,190,289,0.657,31,10,116,10,2021,rushing
341,Chase,Hix,Chase Hix,/or/wilsonville/wilsonville-wildcats/athletes/chase-hix/football/stats/?careerid=c0s5s375idem6,c0s5s375idem6,QB,Wilsonville,OR,2623,2623,262.3,147,242,0.607,26,8,120,10,2021,rushing
342,André,Washington,André Washington,/sc/columbia/ridge-view-blazers/athletes/andr%C3%A9-washington/football/stats/?careerid=mgecsg8oghi00,mgecsg8oghi00,QB,Ridge View,SC,2622,2622,238.4,197,317,0.621,26,7,106,11,2021,rushing
343,Zayden,Neill,Zayden Neill,/az/gilbert/san-tan-charter-roadrunners/athletes/zayden-neill/football/stats/?careerid=s9gta72dadotd,s9gta72dadotd,QB,San Tan Charter,AZ,2620,2620,262.0,188,311,0.605,26,12,99,10,2021,rushing
344,Junior,Saucedo,Junior Saucedo,/tx/el-paso/mountain-view-lobos/athletes/junior-saucedo/football/stats/?careerid=kaul2fmrrdlg0,kaul2fmrrdlg0,"QB, ILB",Mountain View,TX,2619,2619,238.1,171,260,0.658,29,8,123,11,2021,rushing
345,Ethan,Rhodes,Ethan Rhodes,/nc/maiden/maiden-blue-devils/athletes/ethan-rhodes/football/stats/?careerid=73dolln4brbi2,73dolln4brbi2,QB,Maiden,NC,2618,2618,201.4,148,221,0.67,40,4,139,13,2021,rushing
346,Zane,Zeinert,Zane Zeinert,/tx/cameron/ch-yoe-yoemen/athletes/zane-zeinert/football/stats/?careerid=e9jub869o1trb,e9jub869o1trb,"QB, OLB",Rosebud-Lott,TX,2617,2617,237.9,146,255,0.573,21,15,95,11,2021,rushing
347,Thomas,Castellanos,Thomas Castellanos,/ga/waycross/ware-county-gators/athletes/thomas-castellanos/football/stats/?careerid=8dl6asfeousg0,8dl6asfeousg0,QB,Ware County,GA,2613,2613,237.5,177,275,0.644,25,9,112,11,2021,rushing
348,Patrick,Duchien,Patrick Duchien,/mt/florence/florence-carlton-falcons/athletes/patrick-duchien/football/stats/?careerid=br9or5pmtpbl5,br9or5pmtpbl5,"QB, SS",Florence-Carlton,MT,2612,2612,217.7,172,258,0.667,35,6,130,12,2021,rushing
349,Michael,Cisneros,Michael Cisneros,/tx/mercedes/mercedes-tigers/athletes/michael-cisneros/football/stats/?careerid=40jlimp0te0n7,40jlimp0te0n7,QB,Mercedes,TX,2611,2611,237.4,186,250,0.744,30,5,139,11,2021,rushing
350,Hunter,Agosti ,Hunter Agosti ,/ct/trumbull/trumbull-eagles/athletes/hunter-agosti/football/stats/?careerid=d5d522aufmeg0,d5d522aufmeg0,QB,Trumbull,CT,2611,2611,261.1,176,292,0.603,24,13,98,10,2021,rushing
351,Caden,Cantrell,Caden Cantrell,/az/snowflake/snowflake-lobos/athletes/caden-cantrell/football/stats/?careerid=2hf142ht6e9h1,2hf142ht6e9h1,QB,Snowflake,AZ,2611,2611,186.5,147,232,0.634,37,6,131,14,2021,rushing
352,Weston,Smith,Weston Smith,/nv/reno/damonte-ranch-mustangs/athletes/weston-smith/football/stats/?careerid=b6bcrn0gce5ff,b6bcrn0gce5ff,QB,Colleyville Heritage,TX,2608,2608,186.3,199,324,0.614,29,10,104,14,2021,rushing
353,Erick,Harrison,Erick Harrison,/ca/montclair/montclair-cavaliers/athletes/erick-harrison/football/stats/?careerid=ko13bebf2dni2,ko13bebf2dni2,"QB, ATH",Montclair,CA,2608,2608,186.3,181,312,0.58,23,8,99,14,2021,rushing
354,Myles,Jackson,Myles Jackson,/ca/oxnard/pacifica-tritons/athletes/myles-jackson/football/stats/?careerid=dl3vcdjcfa022,dl3vcdjcfa022,,Millikan,CA,2607,2607,237.0,166,315,0.527,32,10,101,11,2021,rushing
355,Tad,Hudson,Tad Hudson,/nc/cornelius/hough-huskies/athletes/tad-hudson/football/stats/?careerid=3m8m4o31rjel5,3m8m4o31rjel5,QB,Hough,NC,2601,2601,185.8,176,313,0.562,30,7,106,14,2021,rushing
356,Kyle,Crum,Kyle Crum,/ca/norco/norco-cougars/athletes/kyle-crum/football/stats/?careerid=c750s5pdl8ksc,c750s5pdl8ksc,QB,Norco,CA,2599,2599,236.3,154,229,0.672,22,7,125,11,2021,rushing
357,Andon,Mata,Andon Mata,/tx/new-london/west-rusk-raiders/athletes/andon-mata/football/stats/?careerid=1et495uhos311,1et495uhos311,"QB, P",West Rusk,TX,2599,2599,199.9,145,245,0.592,35,5,127,13,2021,rushing
358,Riply,Luna,Riply Luna,/id/kellogg/kellogg-wildcats/athletes/riply-luna/football/stats/?careerid=7j2tl1gl32ktd,7j2tl1gl32ktd,"QB, FS",Kellogg,ID,2597,2597,288.6,153,246,0.622,37,6,127,9,2021,rushing
359,Brogan,Mccaughey,Brogan Mccaughey,/oh/cincinnati/st-xavier-bombers/athletes/brogan-mccaughey/football/stats/?careerid=dp01v9dkv7aue,dp01v9dkv7aue,QB,St. Xavier,OH,2592,2592,216.0,172,256,0.672,31,1,138,12,2021,rushing
360,Hunter,Turner,Hunter Turner,/fl/melbourne/melbourne-bulldogs/athletes/hunter-turner/football/stats/?careerid=d7m8d1u2pd799,d7m8d1u2pd799,QB,Melbourne,FL,2590,2590,199.2,168,285,0.589,25,7,108,13,2021,rushing
361,Greg,Garza,Greg Garza,/co/greeley/university-bulldogs/athletes/greg-garza/football/stats/?careerid=nl43ilfsj9t00,nl43ilfsj9t00,"QB, SS",University,CO,2589,2589,215.8,172,309,0.557,27,9,100,12,2021,rushing
362,Bear,Shore,Bear Shore,/mo/camdenton/camdenton-lakers/athletes/bear-shore/football/stats/?careerid=od215rfcognqa,od215rfcognqa,,Camdenton,MO,2588,2588,235.3,242,362,0.669,24,15,92,11,2021,rushing
363,Dylan,Dunn,Dylan Dunn,/ks/overland-park/blue-valley-southwest-timberwolves/athletes/dylan-dunn/football/stats/?careerid=qhun2pp6unhdd,qhun2pp6unhdd,QB,Blue Valley Southwest,KS,2587,2587,235.2,204,322,0.634,19,10,95,11,2021,rushing
364,Conner,Weigman,Conner Weigman,/tx/cypress/bridgeland-bears/athletes/conner-weigman/football/stats/?careerid=vvtok77ndskh1,vvtok77ndskh1,QB,Bridgeland,TX,2587,2587,215.6,191,306,0.624,29,6,113,12,2021,rushing
365,Ty,Dieffenbach,Ty Dieffenbach,/ca/agoura/agoura-chargers/athletes/ty-dieffenbach/football/stats/?careerid=8b342qrfmmtee,8b342qrfmmtee,"QB, WR",Agoura,CA,2586,2586,258.6,168,270,0.622,34,9,120,10,2021,rushing
366,Conagher,Pierce,Conagher Pierce,/nm/eunice/eunice-cardinals/athletes/conagher-pierce/football/stats/?careerid=7f2t85e0c3gcc,7f2t85e0c3gcc,"ILB, QB",Eunice,NM,2586,2586,215.5,144,280,0.514,33,11,106,12,2021,rushing
367,Carter,Crispin,Carter Crispin,/az/mesa/red-mountain-mountain-lions/athletes/carter-crispin/football/stats/?careerid=51lh2oe20tcg0,51lh2oe20tcg0,QB,Red Mountain,AZ,2585,2585,184.6,224,331,0.677,27,10,106,14,2021,rushing
368,Prentiss air,Noland,Prentiss air Noland,/ga/fairburn/langston-hughes-panthers/athletes/prentiss-air-noland/football/stats/?careerid=lr9sjielsherb,lr9sjielsherb,QB,Langston Hughes,GA,2581,2581,172.1,174,271,0.642,34,7,124,15,2021,rushing
369,Elijah,Brown,Elijah Brown,/ca/santa-ana/mater-dei-monarchs/athletes/elijah-brown/football/stats/?careerid=puudromqorscc,puudromqorscc,QB,Mater Dei,CA,2581,2581,215.1,166,224,0.741,30,6,140,12,2021,rushing
370,Henry,Belin,Henry Belin,/nj/oradell/bergen-catholic-crusaders/athletes/henry-belin/football/stats/?careerid=4v8a3nriilo22,4v8a3nriilo22,"QB, CB",Cardinal Hayes,NY,2577,2577,234.3,177,291,0.608,18,7,100,11,2021,rushing
371,Beau,Pribula,Beau Pribula,/pa/york/central-york-panthers/athletes/beau-pribula/football/stats/?careerid=j95hnnpc2ilcc,j95hnnpc2ilcc,"QB, SS",Central York,PA,2575,2575,234.1,141,197,0.716,33,6,141,11,2021,rushing
372,Tanner,Leo,Tanner Leo,/ct/waterbury/crosby-bulldogs/athletes/tanner-leo/football/stats/?careerid=ka79n60i7idff,ka79n60i7idff,"QB, CB",Crosby,CT,2574,2574,257.4,139,194,0.716,25,8,136,10,2021,rushing
373,Ty,Keller,Ty Keller,/fl/naples/first-baptist-academy-lions/athletes/ty-keller/football/stats/?careerid=jmp962ahfkktd,jmp962ahfkktd,QB,First Baptist Academy,FL,2573,2573,214.4,158,262,0.603,38,5,125,12,2021,rushing
374,Jaylon,Talton,Jaylon Talton,/tx/arlington/grace-prep-lions/athletes/jaylon-talton/football/stats/?careerid=sk9mvthtsgbg0,sk9mvthtsgbg0,"QB, FS",Grace Prep,TX,2569,2569,233.5,154,232,0.664,38,5,134,11,2021,rushing
375,Brayden,Fox,Brayden Fox,/pa/brockway/brockway-rovers/athletes/brayden-fox/football/stats/?careerid=rob59oc080itd,rob59oc080itd,,Brockway,PA,2568,2568,256.8,190,343,0.554,23,16,82,10,2021,rushing
376,Adrian,Parker,Adrian Parker,/ct/manchester/manchester-red-hawks/athletes/adrian-parker/football/stats/?careerid=stpda77kktk00,stpda77kktk00,QB,Manchester,CT,2567,2567,256.7,189,292,0.647,24,9,107,10,2021,rushing
377,Hunter,Young,Hunter Young,/fl/hudson/hudson-cobras/athletes/hunter-young/football/stats/?careerid=ihkocvkf57msc,ihkocvkf57msc,"QB, DB",Hudson,FL,2567,2567,233.4,126,222,0.568,28,11,116,11,2021,rushing
378,Trent,Nobach,Trent Nobach,/wa/arlington/arlington-eagles/athletes/trent-nobach/football/stats/?careerid=sqg4ikeg94bqa,sqg4ikeg94bqa,QB,Arlington,WA,2566,2566,256.6,205,294,0.697,31,9,119,10,2021,rushing
379,Brinley,Vandiver,Brinley Vandiver,/fl/davenport/davenport-broncos/athletes/brinley-vandiver/football/stats/?careerid=8pb8fr480f100,8pb8fr480f100,QB,Davenport,FL,2566,2566,285.1,128,206,0.621,20,3,132,9,2021,rushing
380,Jacob,Porter,Jacob Porter,/tx/fort-worth/timber-creek-falcons/athletes/jacob-porter/football/stats/?careerid=ukkje53l5b244,ukkje53l5b244,QB,Timber Creek,TX,2562,2562,256.2,215,330,0.652,24,7,104,10,2021,rushing
381,Colton,Bower,Colton Bower,/wa/poulsbo/north-kitsap-vikings/athletes/colton-bower/football/stats/?careerid=bppp2k2n2n7rb,bppp2k2n2n7rb,OLB,North Kitsap,WA,2560,2560,232.7,168,257,0.654,43,1,136,11,2021,rushing
382,Blake,Barnett,Blake Barnett,/co/erie/erie-tigers/athletes/blake-barnett/football/stats/?careerid=dak5kugpsbm88,dak5kugpsbm88,QB,Erie,CO,2560,2560,182.9,159,243,0.654,27,7,126,14,2021,rushing
383,Skyler,Partridge,Skyler Partridge,/az/scottsdale/horizon-huskies/athletes/skyler-partridge/football/stats/?careerid=cgfnujgpvm7l5,cgfnujgpvm7l5,QB,Horizon,AZ,2557,2557,182.6,202,319,0.633,33,9,111,14,2021,rushing
384,Jadrian,Diego cervantes,Jadrian Diego cervantes,/tx/odessa/odessa-bronchos/athletes/jadrian-diego-cervantes/football/stats/?careerid=95qnb9qfet622,95qnb9qfet622,"QB, FS",Odessa,TX,2556,2556,284.0,195,307,0.635,21,9,100,9,2021,rushing
385,Reagan,Andrew,Reagan Andrew,/mo/st-louis/micds-rams/athletes/reagan-andrew/football/stats/?careerid=fni666liftoj3,fni666liftoj3,"QB, FS",MICDS,MO,2555,2555,196.5,129,195,0.662,29,6,136,13,2021,rushing
386,Danny,Peters,Danny Peters,/ca/palo-alto/palo-alto-vikings/athletes/danny-peters/football/stats/?careerid=k5j053fbgav55,k5j053fbgav55,"QB, DE",Palo Alto,CA,2553,2553,232.1,202,334,0.605,20,16,84,11,2021,rushing
387,Lucas,Powell,Lucas Powell,/tx/lumberton/lumberton-raiders/athletes/lucas-powell/football/stats/?careerid=3irj8d5lhp4o8,3irj8d5lhp4o8,QB,Lumberton,TX,2552,2552,232.0,191,297,0.643,24,10,104,11,2021,rushing
388,James,Sobey,James Sobey,/tx/san-antonio/alamo-heights-mules/athletes/james-sobey/football/stats/?careerid=lq1v1s0170ai2,lq1v1s0170ai2,QB,Alamo Heights,TX,2551,2551,182.2,142,229,0.62,31,8,125,14,2021,rushing
389,Ashton,Nunes,Ashton Nunes,/fl/freeport/freeport-bulldogs/athletes/ashton-nunes/football/stats/?careerid=ejl42ecne97ff,ejl42ecne97ff,"QB, CB",Freeport,FL,2549,2549,231.7,180,347,0.519,29,17,83,11,2021,rushing
390,Aiden,Dixon,Aiden Dixon,/md/fallston/fallston-cougars/athletes/aiden-dixon/football/stats/?careerid=ccqdv30vqtro8,ccqdv30vqtro8,QB,Fallston,MD,2549,2549,231.7,145,231,0.628,26,7,125,11,2021,rushing
391,Kale,Jensen,Kale Jensen,/ne/central-city/central-city-bison/athletes/kale-jensen/football/stats/?careerid=1381ks7nuih77,1381ks7nuih77,"QB, ILB",Central City,NE,2548,2548,283.1,222,394,0.563,23,13,82,9,2021,rushing
392,Bryce,Fucik,Bryce Fucik,/tx/houston/strake-jesuit-fighting-crusaders/athletes/bryce-fucik/football/stats/?careerid=db2hmcuoigb33,db2hmcuoigb33,,Strake Jesuit,TX,2548,2548,254.8,173,279,0.62,29,10,112,10,2021,rushing
393,Elijah,Mitchell,Elijah Mitchell,/ca/pico-rivera/el-rancho-dons/athletes/elijah-mitchell/football/stats/?careerid=35dlea1u00msc,35dlea1u00msc,QB,El Rancho,CA,2548,2548,231.6,171,288,0.594,29,11,106,11,2021,rushing
394,Robert,Footman,Robert Footman,/pa/columbia/columbia-crimson-tide/athletes/robert-footman/football/stats/?careerid=8fp8t4ikq0ck4,8fp8t4ikq0ck4,"QB, OLB",Columbia,PA,2548,2548,283.1,152,252,0.603,29,9,118,9,2021,rushing
395,Luis,Cisneros,Luis Cisneros,/tx/laredo/united-south-panthers/athletes/luis-cisneros/football/stats/?careerid=mes89lo1e99ff,mes89lo1e99ff,QB,United South,TX,2547,2547,195.9,194,291,0.667,24,4,116,13,2021,rushing
396,Landon,Varnes,Landon Varnes,/ms/brandon/brandon-bulldogs/athletes/landon-varnes/football/stats/?careerid=ttbh8mni4ua55,ttbh8mni4ua55,QB,Brandon,MS,2547,2547,181.9,172,309,0.557,19,11,88,14,2021,rushing
397,Kyler,Murks,Kyler Murks,/al/killen/brooks-lions/athletes/kyler-murks/football/stats/?careerid=53ihl4v9slhrb,53ihl4v9slhrb,"QB, FS",Brooks,AL,2545,2545,195.8,143,215,0.665,26,4,139,13,2021,rushing
398,Jesse,Medina iii,Jesse Medina iii,/tx/buda/johnson-jaguars/athletes/jesse-medina-iii/football/stats/?careerid=c82renqj8hrh1,c82renqj8hrh1,QB,Johnson,TX,2544,2544,231.3,160,243,0.658,27,5,129,11,2021,rushing
399,Zachary,Siskowic,Zachary Siskowic,/ca/encino/crespi-celts/athletes/zachary-siskowic/football/stats/?careerid=kmvo230k1bcm6,kmvo230k1bcm6,QB,Orange,CA,2541,2541,231.0,163,235,0.694,27,5,134,11,2021,rushing
400,Will,Kocher,Will Kocher,/oh/kings-mill/kings-knights/athletes/will-kocher/football/stats/?careerid=4du9dlqeitqcc,4du9dlqeitqcc,QB,Kings,OH,2539,2539,211.6,163,287,0.568,24,13,95,12,2021,rushing
401,Mateo,Llanas,Mateo Llanas,/tx/mcallen/rowe-warriors/athletes/mateo-llanas/football/stats/?careerid=mfdh06lck96dd,mfdh06lck96dd,QB,Rowe,TX,2538,2538,230.7,185,282,0.656,24,10,108,11,2021,rushing
402,Drew,Seymore,Drew Seymore,/al/demopolis/demopolis-tigers/athletes/drew-seymore/football/stats/?careerid=1h9jugdu0fui2,1h9jugdu0fui2,QB,Demopolis,AL,2537,2537,230.6,166,278,0.597,26,9,108,11,2021,rushing
403,Joey,Baker,Joey Baker,/mi/lansing/lansing-catholic-cougars/athletes/joey-baker/football/stats/?careerid=q8b4fuacgdsg0,q8b4fuacgdsg0,,Lansing Catholic,MI,2536,2536,195.1,162,294,0.551,28,8,104,13,2021,rushing
404,Clifton,Cooper,Clifton Cooper,/tx/ponder/ponder-lions/athletes/clifton-cooper/football/stats/?careerid=plg57ctfemlo8,plg57ctfemlo8,QB,Ponder,TX,2535,2535,253.5,198,321,0.617,24,9,100,10,2021,rushing
405,Carmine,Ficher,Carmine Ficher,/ca/tulare/tulare-western-mustangs/athletes/carmine-ficher/football/stats/?careerid=prh7n2lsba3ue,prh7n2lsba3ue,QB,Tulare Western,CA,2533,2533,230.3,189,328,0.576,23,10,93,11,2021,rushing
406,Kadin,Semonza,Kadin Semonza,/ca/mission-viejo/mission-viejo-diablos/athletes/kadin-semonza/football/stats/?careerid=piuri0s9bfcvf,piuri0s9bfcvf,QB,Mission Viejo,CA,2532,2532,230.2,200,288,0.694,26,8,115,11,2021,rushing
407,Andres,Rivera,Andres Rivera,/nm/albuquerque/albuquerque-academy-chargers/athletes/andres-rivera/football/stats/?careerid=k5annarqqhoo8,k5annarqqhoo8,"QB, DL",Albuquerque Academy,NM,2531,2531,210.9,169,240,0.704,23,15,111,12,2021,rushing
408,Darson,Herman,Darson Herman,/tx/georgetown/georgetown-eagles/athletes/darson-herman/football/stats/?careerid=vi59fsn0edh22,vi59fsn0edh22,"QB, WR",Georgetown,TX,2531,2531,230.1,160,253,0.632,24,6,118,11,2021,rushing
409,Trey,Powell,Trey Powell,/tx/mart/mart-panthers/athletes/trey-powell/football/stats/?careerid=8s1ovujq27jue,8s1ovujq27jue,,Mart,TX,2526,2526,168.4,175,251,0.697,36,3,137,15,2021,rushing
410,Matt,Moore,Matt Moore,/ca/winters/winters-warriors/athletes/matt-moore/football/stats/?careerid=el3bepk83uhtd,el3bepk83uhtd,QB,Winters,CA,2524,2524,229.5,162,281,0.577,19,12,92,11,2021,rushing
411,Jake,Elorduy,Jake Elorduy,/ca/sacramento/christian-brothers-falcons/athletes/jake-elorduy/football/stats/?careerid=nsd5d04urqp99,nsd5d04urqp99,QB,Christian Brothers,CA,2522,2522,210.2,162,243,0.667,26,8,123,12,2021,rushing
412,Jamonte,Gordon-west,Jamonte Gordon-west,/tx/crandall/crandall-pirates/athletes/jamonte-gordon-west/football/stats/?careerid=ngof1cs271533,ngof1cs271533,"QB, WR",Crandall,TX,2521,2521,229.2,157,260,0.604,24,4,117,11,2021,rushing
413,Tony,Flatt,Tony Flatt,/in/indianapolis/covenant-christian-warriors/athletes/tony-flatt/football/stats/?careerid=lat8bpj3mhkff,lat8bpj3mhkff,"QB, SS",Covenant Christian,IN,2521,2521,210.1,136,231,0.589,30,8,122,12,2021,rushing
414,Cooper,Corey,Cooper Corey,/ga/hamilton/harris-county-tigers/athletes/cooper-corey/football/stats/?careerid=7d7bn11i984bb,7d7bn11i984bb,QB,Harris County,GA,2521,2521,210.1,134,220,0.609,21,6,121,12,2021,rushing
415,Robert (pops),Battle,Robert (pops) Battle,/il/east-st-louis/east-st-louis-flyers/athletes/robert-pops-battle/football/stats/?careerid=629fdud296066,629fdud296066,QB,East St. Louis,IL,2516,2516,193.5,159,264,0.602,0,7,81,13,2021,rushing
416,Daschel,Smith,Daschel Smith,/or/salem/south-salem-saxons/athletes/daschel-smith/football/stats/?careerid=nb24e6b144kue,nb24e6b144kue,QB,South Salem,OR,2515,2515,228.6,219,380,0.576,18,15,77,11,2021,rushing
417,Rodey,Hooper,Rodey Hooper,/tx/hawley/hawley-bearcats/athletes/rodey-hooper/football/stats/?careerid=14sfu3ld136dd,14sfu3ld136dd,"QB, CB",Hawley,TX,2515,2515,157.2,181,302,0.599,28,15,97,16,2021,rushing
418,Jake,Merklinger,Jake Merklinger,/ga/savannah/calvary-day-cavaliers/athletes/jake-merklinger/football/stats/?careerid=3is62ce1l3t99,3is62ce1l3t99,QB,Calvary Day,GA,2513,2513,193.3,193,274,0.704,25,8,117,13,2021,rushing
419,Luke,Knight,Luke Knight,/fl/tampa/jesuit-tigers/athletes/luke-knight/football/stats/?careerid=r90jb7tr1ohh1,r90jb7tr1ohh1,"QB, P",Jesuit,FL,2511,2511,167.4,171,237,0.722,30,9,130,15,2021,rushing
420,Dashiell,Weaver,Dashiell Weaver,/ca/moraga/campolindo-cougars/athletes/dashiell-weaver/football/stats/?careerid=g76on7phvghh1,g76on7phvghh1,,Campolindo,CA,2509,2509,179.2,157,281,0.559,21,13,91,14,2021,rushing
421,Derell,Simmons,Derell Simmons,/in/new-albany/new-albany-bulldogs/athletes/derell-simmons/football/stats/?careerid=u2nfoegoursm6,u2nfoegoursm6,"QB, DB",New Albany,IN,2508,2508,192.9,162,278,0.583,31,6,116,13,2021,rushing
422,Blayne,Denton,Blayne Denton,/tx/dayton/dayton-broncos/athletes/blayne-denton/football/stats/?careerid=u4pjf9fsmec66,u4pjf9fsmec66,QB,Dayton,TX,2506,2506,250.6,161,295,0.546,24,14,90,10,2021,rushing
423,Isaiah,Claunch,Isaiah Claunch,/mt/billings/billings-west-golden-bears/athletes/isaiah-claunch/football/stats/?careerid=3jp76cho3vb33,3jp76cho3vb33,QB,Billings West,MT,2505,2505,192.7,151,233,0.648,29,7,128,13,2021,rushing
424,Scott,Pfieffer,Scott Pfieffer,/ok/edmond/edmond-santa-fe-wolves/athletes/scott-pfieffer/football/stats/?careerid=62utdsf0kgl55,62utdsf0kgl55,QB,Edmond Santa Fe,OK,2504,2504,227.6,188,273,0.689,26,6,120,11,2021,rushing
